,Media Source,Date,Text,Compound,Positive,Neutral,Negative,Tweet Count
125,CBS,Fri Mar 09 22:24:20 +0000 2018,"RT @MomCBS: If you missed guest star @KChenoweth in the latest episode of #Mom, not to worry! Watch now: https://t.co/RlvXoGOZ0l https://t.…",0.1275,0.113,0.795,0.092,26
126,CBS,Fri Mar 09 21:10:21 +0000 2018,"Give a round of applause to @KelseaBallerini, @MirandaLambert, @Reba, @MarenMorris, and @CarrieUnderwood, the five… https://t.co/Ncp1BTXx6N",0.4215,0.177,0.823,0.0,27
127,CBS,Fri Mar 09 18:27:28 +0000 2018,"RT @thegoodfight: Smart, sexy, and sophisticated. See what's coming this season on #TheGoodFight. https://t.co/CuKhx2G50P https://t.co/ygTI…",0.8658,0.447,0.553,0.0,28
128,CBS,Fri Mar 09 16:02:27 +0000 2018,RT @BlueBloods_CBS: Even stand-up guys fall down sometimes. #BlueBloods is new tonight at 10/9c! https://t.co/UOlDm22wWW,0.0,0.0,1.0,0.0,29
129,CBS,Thu Mar 08 18:00:49 +0000 2018,Today and every day we celebrate the women in our lives who empower and inspire us. Share a story about an influent… https://t.co/9rVtqrElvT,0.8625,0.336,0.664,0.0,30
130,CBS,Thu Mar 08 17:03:04 +0000 2018,Take and post a photo of the woman in your life who inspires you daily! Use the hashtag #WomanAmenACM in your post… https://t.co/7ShhvE48zy,0.4926,0.132,0.868,0.0,31
131,CBS,Wed Mar 07 18:39:10 +0000 2018,"RT @thegoodfight: Meticulously constructed. Soapy &amp; sexy. Intoxicating, savage television. 🔥 Here's what critics are saying about #TheGoodF…",-0.2023,0.15,0.619,0.23,32
132,CBS,Wed Mar 07 17:06:02 +0000 2018,"This just in! @Jason_Aldean, @mirandalambert, @LukeBryanOnline, and many more are set to perform at the 53rd Academ… https://t.co/mfxw2VxzU4",0.0,0.0,1.0,0.0,33
133,CBS,Tue Mar 06 18:10:59 +0000 2018,"Meet the ensemble of talented actors slated to join $1, a new mystery series coming to CBS All Access:… https://t.co/QoyYv7vxwg",0.6705,0.244,0.756,0.0,34
134,CBS,Mon Mar 05 22:16:43 +0000 2018,"Will @Jason_Aldean, @garthbrooks, @LukeBryanOnline, @ChrisStapleton, or @KeithUrban be named Entertainer Of The Yea… https://t.co/rMD8zjeX3s",0.3818,0.167,0.833,0.0,35
135,CBS,Sun Mar 04 08:05:26 +0000 2018,"RT @thegoodfight: It feels good to be back. 👠💄🔥 The season 2 premiere of #TheGoodFight is now streaming, exclusively on CBS All Access: htt…",0.4404,0.116,0.884,0.0,36
136,CBS,Sat Mar 03 20:55:20 +0000 2018,"RT @thegoodfight: Tomorrow, #TheGoodFight is back. Stream the season 2 premiere only on CBS All Access: https://t.co/tNFR8LBJO2 https://t.c…",0.0,0.0,1.0,0.0,37
137,CBS,Fri Mar 02 22:30:01 +0000 2018,"Who are the trailblazing women in your life that inspire you? Join CBS and the ANA's #SeeHer initiative, celebratin… https://t.co/M0KqZ41Bes",0.7096,0.247,0.753,0.0,38
138,CBS,Fri Mar 02 20:30:01 +0000 2018,"Join @maria_bello, @aishatyler and @TeaLeoni in celebrating the accomplishments of women who have contributed to th… https://t.co/MefESBeFL3",0.7096,0.282,0.718,0.0,39
139,CBS,Fri Mar 02 18:45:00 +0000 2018,"In honor of Women's History Month, CBS and the Association of National Advertisers' (ANA) #SeeHer initiative will p… https://t.co/2wtYxKJVuO",0.4939,0.151,0.849,0.0,40
140,CBS,Thu Mar 01 18:59:01 +0000 2018,RT @ZoeListerJones: Tonight’s an all new Life In Pieces and it’s directed by my ride or die @nataliaanderson!!!… https://t.co/2LPfmyLWrY,-0.6981,0.0,0.79,0.21,41
141,CBS,Thu Mar 01 18:12:57 +0000 2018,"RT @MarenMorris: Hot damn! Woke up from my post-wisdom teeth haze to find out I’m up for 4 @ACMawards ! So honored, especially for the Dear…",0.4547,0.159,0.749,0.092,42
142,CBS,Thu Mar 01 18:11:50 +0000 2018,RT @KelseaBallerini: Ohhhhh goodness. Incredible. Thank you thank you thank you. #female https://t.co/1ZTYjNfQeF,0.8591,0.538,0.462,0.0,43
143,CBS,Thu Mar 01 18:10:50 +0000 2018,RT @KeithUrban: ACMs...... HOLY SMOKES!!!!! MAD LOVE TO U ALL THIS MORNING  FOR THESE INCREDIBLE NOMINATIONS. I’M EXTREMELY GRATEFUL!!!!!!!…,0.4885,0.234,0.615,0.151,44
144,CBS,Thu Mar 01 14:36:21 +0000 2018,"RT @ACMawards: Congratulations to this year’s #ACMawards Video of the Year nominees:
“Black” - @DierksBentley
“It Ain’t My Fault” - @Brothe…",0.5994,0.178,0.822,0.0,45
145,CBS,Thu Mar 01 14:29:20 +0000 2018,"RT @ACMawards: Please give a round of applause to this year’s #ACMawards Entertainer of the Year nominees: @Jason_Aldean, @GarthBrooks, @Lu…",0.7717,0.325,0.675,0.0,46
146,CBS,Thu Mar 01 14:15:29 +0000 2018,".@ChrisStapleton, @ThomasRhett, @mirandalambert and more are all nominated for awards at Country Music's Party of t… https://t.co/Vm1vXRUDYJ",0.6908,0.275,0.725,0.0,47
147,CBS,Thu Mar 01 13:50:11 +0000 2018,"The Queen of Country, @Reba, is returning to host the 53rd #ACMawards on Sunday, April 15 at 8/7c. Here are a few o… https://t.co/Iqzz6Gql01",0.0,0.0,1.0,0.0,48
148,CBS,Thu Mar 01 01:04:52 +0000 2018,RT @survivorcbs: It’s time! #Survivor https://t.co/YPk6cGWrUA,0.0,0.0,1.0,0.0,49
149,CBS,Wed Feb 28 19:56:58 +0000 2018,"RT @CBSThisMorning: TOMORROW: The nominees for the 2018 @ACMawards will be announced live by the one-and-only, @Reba! 

Watch on @CBS in ou…",0.0,0.0,1.0,0.0,50
150,CBS,Wed Feb 28 19:08:30 +0000 2018,"RT @thegoodfight: From the set design and costumes to hair and makeup, the production quality is truly next-level. Take a peek inside the u…",0.4404,0.116,0.884,0.0,51
151,CBS,Tue Feb 27 03:23:47 +0000 2018,RT @LivinBiblically: The fun continues on Facebook! The #LivingBiblically cast is live to talk about tonight’s premiere. Tune in here: http…,0.5562,0.152,0.848,0.0,52
152,CBS,Mon Feb 26 22:50:32 +0000 2018,"RT @KevinCanWaitCBS: Can you get all the way through these #KevinCanWait bloopers without laughing?! @KevinJames,@LeahRemini and the rest o…",0.0,0.0,1.0,0.0,53
153,CBS,Mon Feb 26 21:08:30 +0000 2018,"RT @ACMawards: That’s right! @Reba is headed to @CBSThisMorning on Thursday, March 1 to announce this year’s #ACMAwards' nominees. Tune in…",0.0,0.0,1.0,0.0,54
154,CBS,Mon Feb 26 19:53:41 +0000 2018,"RT @ScorpionCBS: You can't hack your way to a 197 IQ, but you are well on your way with these Genius Facts from #TeamScorpion! 💻 You can be…",0.4482,0.105,0.895,0.0,55
155,CBS,Mon Feb 26 18:32:36 +0000 2018,RT @SuperiorDonuts: You can always count on @DavidKoechner for a laugh! Did your favorite Tush moment make the list? Catch a new #SuperiorD…,0.784,0.266,0.734,0.0,56
156,CBS,Mon Feb 26 18:20:16 +0000 2018,RT @TheTalkCBS: TODAY: We loved them together then &amp; we love seeing them together now! Welcome back to the show @THESaraGilbert​'s good fri…,0.9359,0.429,0.571,0.0,57
157,CBS,Mon Feb 26 16:53:56 +0000 2018,"RT @thegoodfight: As foundations begin to crumble, our characters struggle to make sense of this new dystopian world. The cast teases what'…",-0.5423,0.0,0.816,0.184,58
158,CBS,Mon Feb 26 16:52:01 +0000 2018,"#LivingBiblically's @linzkraft and @jrfergjr appeared on @KCBS's Facebook Live this morning, talking all about what… https://t.co/4RebcHuuMQ",0.0,0.0,1.0,0.0,59
159,CBS,Mon Feb 26 16:17:55 +0000 2018,"RT @CBSSports: Introducing CBS Sports HQ, a New 24/7 Direct-to-Consumer Streaming Network for Sports News, Highlights, &amp; Analysis.

Stream…",0.0,0.0,1.0,0.0,60
160,CBS,Mon Feb 26 01:12:32 +0000 2018,"RT @CBSBigBrother: It’s down to the final 5 celebrity Houseguests, and anyone could take home the grand prize! Tune in NOW to watch the #BB…",0.7644,0.231,0.769,0.0,61
161,CBS,Sun Feb 25 21:51:32 +0000 2018,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All episodes now streaming exclusively on CBS All Access: https://t.c…,0.0,0.0,1.0,0.0,62
162,CBS,Sun Feb 25 21:51:22 +0000 2018,"RT @thegoodfight: #TheGoodFight returns in 1 week. Season 2 premieres Sunday, March 4. https://t.co/nomCao1GWp https://t.co/BOn6bOe9Tb",0.0,0.0,1.0,0.0,63
163,CBS,Fri Feb 23 18:15:40 +0000 2018,RT @thegoodfight: This is our new favorite thing. Christine Baranski debuted #TheGoodFight the Musical on @colbertlateshow last night! 🎵🎤…,0.5093,0.155,0.845,0.0,64
164,CBS,Thu Feb 22 19:26:52 +0000 2018,"RT @LivinBiblically: Confession time: have YOU ever hit the ""close door"" button in an elevator while somebody was approaching? The cast of…",0.0,0.0,1.0,0.0,65
165,CBS,Wed Feb 21 19:20:04 +0000 2018,RT @CBSEyeSpeak: Mark your calendars! #CBSEyeSpeak kicks off March 14 with The EYE Speak Summit. Follow our page for more details! https://…,0.0,0.0,1.0,0.0,66
166,CBS,Wed Feb 21 18:19:25 +0000 2018,"RT @CBSEyeSpeak: Proud to announce a new CBS initiative, promoting female empowerment and developing the next generation of leaders through…",0.6808,0.248,0.752,0.0,67
167,CBS,Tue Feb 20 19:55:19 +0000 2018,"RT @LivinBiblically: When you're living by the Bible, it's good to have a priest and a rabbi on call (provided they answer their phones, th…",0.4404,0.116,0.884,0.0,68
168,CBS,Tue Feb 20 17:58:18 +0000 2018,"RT @thegoodfight: Chicago lawyers are being hunted and the world is going insane. 

The new season of #TheGoodFight premieres Sunday, March…",-0.4019,0.0,0.881,0.119,69
169,CBS,Tue Feb 20 17:39:51 +0000 2018,Ready for some larger than life competition? This new series from @MarkBurnettTV will premiere in summer 2018.… https://t.co/gDXHLdIJ5v,0.3612,0.128,0.872,0.0,70
170,CBS,Sat Feb 17 01:07:20 +0000 2018,"With tournament dreams on the line, make sure to stream these college basketball matchups on CBS All Access:… https://t.co/SGkYUZrQWB",0.6124,0.227,0.773,0.0,71
171,CBS,Fri Feb 16 18:42:43 +0000 2018,"RT @LivinBiblically: While Chip's sticking to the Bible's original rules, the cast of #LivingBiblically has given them a more modern makeov…",0.3182,0.108,0.892,0.0,72
172,CBS,Fri Feb 16 17:48:20 +0000 2018,"Casting News! Peter Mark Kendall, Michael Gaston, Greg Wise, Rade Šerbedžija, Zack Pearlman, and Keye Chen join the… https://t.co/GFob2KrD8H",0.68,0.248,0.752,0.0,73
173,CBS,Wed Feb 14 19:23:27 +0000 2018,RT @BullCBS: The verdict is in...#Bull is the perfect Valentine! ❤️ Happy #ValentinesDay! https://t.co/poEejI4AnC,0.8619,0.466,0.534,0.0,74
174,CBS,Tue Feb 13 20:03:56 +0000 2018,"RT @NoActivityCBS: Car 27 reporting: Season 2 of #NoActivity coming soon!

Binge season one now on CBS All Access: https://t.co/yvxoQMeyhN…",0.0,0.0,1.0,0.0,75
175,CBS,Tue Feb 13 18:54:52 +0000 2018,"RT @LivinBiblically: Against all odds (and the advice of his God Squad), Chip is determined to live life by the Good Book. Think you could…",0.7506,0.252,0.748,0.0,76
176,CBS,Mon Feb 12 18:49:45 +0000 2018,RT @thegoodfight: Christine Baranski reflects upon the spectacular metamorphosis of her character in #TheGoodFight's first season. Revisit…,0.0,0.0,1.0,0.0,77
177,CBS,Mon Feb 12 01:32:33 +0000 2018,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All 15 episodes now streaming on CBS All Access: https://t.co/lKLaptP…,0.0,0.0,1.0,0.0,78
178,CBS,Fri Feb 09 00:50:01 +0000 2018,RT @SuperiorDonuts: Looking for a #Valentine? Tush is here to help you land your dream date just in time for the day of love! #SuperiorDonu…,0.8478,0.304,0.696,0.0,79
179,CBS,Thu Feb 08 16:09:35 +0000 2018,RT @CBSBigBrother: The pressure is on as the Houseguests battle each other for victory in the first HOH competition. Stream the season prem…,-0.5859,0.0,0.814,0.186,80
180,CBS,Wed Feb 07 18:35:19 +0000 2018,"RT @startrekcbs: Sunday, this season's epic journey reaches its final reckoning. Catch up before the season finale: https://t.co/4Ea5wpmAep…",0.0516,0.066,0.934,0.0,81
181,CBS,Wed Feb 07 16:17:48 +0000 2018,"Are you a sucker for jaw-dropping talent competitions? Announcing The World's Best, a first-of-its-kind new global… https://t.co/fagCMklm2Z",0.5574,0.312,0.536,0.152,82
182,CBS,Tue Feb 06 22:21:39 +0000 2018,"RT @BullCBS: Tonight, one of these 3 TAC employees will end up incarcerated. Who do you think it will be? Tune into a new episode of #Bull…",0.0,0.0,1.0,0.0,83
183,CBS,Tue Feb 06 17:05:49 +0000 2018,"RT @thegoodfight: There's no season like lawyer season. #TheGoodFight returns March 4, exclusively on CBS All Access. https://t.co/XAlrg1nB…",0.0772,0.121,0.773,0.106,84
184,CBS,Sun Feb 04 15:35:36 +0000 2018,"RT @thegoodfight: The acclaimed series returns in 1 month. #TheGoodFight is back Sunday, March 4. https://t.co/5BNLTYRd8p https://t.co/yInP…",0.0,0.0,1.0,0.0,85
185,CBS,Sun Feb 04 12:00:01 +0000 2018,".@KeshaRose's emotional performance with @CyndiLauper, @AndraDayMusic, @BebeRexha and @Camila_Cabello brought the a… https://t.co/qpgS2e9ir0",0.1531,0.118,0.882,0.0,86
186,CBS,Sat Feb 03 23:11:43 +0000 2018,Broadway legend Patti LuPone paid tribute to Sir Andrew Lloyd Webber with a show-stopping rendition of the iconic s… https://t.co/GxqLtUzhFP,0.0,0.0,1.0,0.0,87
187,CBS,Sat Feb 03 12:00:07 +0000 2018,"Relive an entire night's worth of big wins, live performances and many more inspiring moments from The 60th Annual… https://t.co/CH7mJ4Y3QT",0.8268,0.338,0.662,0.0,88
188,CBS,Fri Feb 02 22:36:13 +0000 2018,RT @swatcbs: ✨@TheTalkCBS' @TheRealEve and @ShemarMoore brought some serious heat to the GRAMMYs red carpet: https://t.co/WYTITKkLQd https:…,-0.0772,0.0,0.925,0.075,89
189,CBS,Fri Feb 02 20:07:40 +0000 2018,"The all-star collaboration between @Rihanna, @DJKhaled and @brysontiller brought the party to the #GRAMMYs with a s… https://t.co/jTv5QbtgUp",0.4019,0.144,0.856,0.0,90
190,CBS,Fri Feb 02 19:03:33 +0000 2018,RT @TheTalkCBS: All the #redcarpet looks from the 60th annual #GRAMMYs! Did you catch @TheRealEve's sparkly two-piece suit? Diamond accents…,0.4003,0.124,0.876,0.0,91
191,CBS,Fri Feb 02 17:23:18 +0000 2018,Go backstage with the celebs and see which stars celebrated the big night together! Here are the moments you missed… https://t.co/rgQTXRQyLg,0.6114,0.166,0.834,0.0,92
192,CBS,Thu Feb 01 22:04:41 +0000 2018,🎶 @DearEvanHansen star Ben Platt gave a soaring performance of a classic Broadway hit. Watch him perform 'Somewhere… https://t.co/HcuizFWo02,0.0,0.0,1.0,0.0,93
193,CBS,Thu Feb 01 20:09:49 +0000 2018,"🎸 @LittleBigTown, @U2, @BrunoMars and @Pink are just a few of the superstar performers that lit up the stage at The… https://t.co/2v0MNYMItG",0.0,0.0,1.0,0.0,94
194,CBS,Wed Jan 31 21:42:15 +0000 2018,"Don't miss country stars Emmylou Harris and @ChrisStapleton perform a moving rendition of @TomPetty's classic song,… https://t.co/GxoIW97XIu",0.1139,0.088,0.912,0.0,95
195,CBS,Wed Jan 31 17:05:47 +0000 2018,RT @survivorcbs: Get excited! 🙌 It’s finally time to meet the castaways of #Survivor: Ghost Island ☠ https://t.co/xQQ8ROhKbM https://t.co/P…,0.1007,0.135,0.75,0.115,96
196,CBS,Wed Jan 31 16:37:17 +0000 2018,"Country stars @EricChurch, @BrothersOsborne and @MarenMorris performed a touching tribute dedicated to the victims… https://t.co/YCIq9i70fd",0.4588,0.188,0.812,0.0,97
197,CBS,Wed Jan 31 06:55:30 +0000 2018,Missed the Man vs. Beast #SuperBowlCommercials showdown? Catch up now to find out which entertaining ad was named t… https://t.co/SlyO0n7yMX,0.1779,0.126,0.779,0.095,98
198,CBS,Wed Jan 31 02:15:16 +0000 2018,"RT @rikimae: Ok, that one makes me cry #superbowlcommercials",-0.2263,0.179,0.569,0.252,99
199,CBS,Wed Jan 31 01:58:40 +0000 2018,"If this doesn’t make you cry, nothing will. #SuperBowlCommercials https://t.co/UjFf3xr4so",-0.4767,0.0,0.744,0.256,100
200,CNN,Wed Mar 21 22:52:39 +0000 2018,"A Fox News analyst's stunning note to colleagues saying he felt Fox News had become a ""propaganda machine"" for Pres… https://t.co/82bNQifUTt",0.1531,0.12,0.787,0.093,1
201,CNN,Wed Mar 21 22:43:01 +0000 2018,"RT @TheLeadCNN: .@jaketapper: When it comes to Russia's behavior towards the US and in the world, is a leak in the White House really the m…",-0.34,0.0,0.909,0.091,2
202,CNN,Wed Mar 21 22:41:04 +0000 2018,"Peruvian President Pedro Pablo Kuczynski, ensnared in a corruption scandal involving Latin America's largest constr… https://t.co/2E1T12w5Z9",-0.4404,0.0,0.828,0.172,3
203,CNN,Wed Mar 21 22:38:42 +0000 2018,"RT @CNNSitRoom: ""There is a saying that has been repeated again and again in this town: 'the cover-up is worse than the crime.' And in this…",-0.6486,0.0,0.813,0.187,4
204,CNN,Wed Mar 21 22:38:14 +0000 2018,"A test driver was behind the wheel of a self-driving Uber vehicle when it struck and killed a woman in Tempe, Arizo… https://t.co/fQpOQCXFQ2",-0.7579,0.0,0.735,0.265,5
205,CNN,Wed Mar 21 22:30:05 +0000 2018,Facebook CEO Mark Zuckerberg will face questions in an exclusive TV interview with @LaurieSegallCNN that will air o… https://t.co/0ycB6DNOZg,0.128,0.077,0.923,0.0,6
206,CNN,Wed Mar 21 22:29:42 +0000 2018,The 35 most startling lines from President Trump's speech at a big Republican fundraiser | Analysis by @CillizzaCNN… https://t.co/KLErj3Nv6k,0.1513,0.091,0.909,0.0,7
207,CNN,Wed Mar 21 22:23:05 +0000 2018,"Sen. Ed Markey comments on Mark Zuckerberg's Facebook post about Cambridge Analytica: ""You need to come to Congress… https://t.co/JiB3gFnBwq",0.0,0.0,1.0,0.0,8
208,CNN,Wed Mar 21 22:18:04 +0000 2018,"US Interior Department Secretary Ryan Zinke brought along a security detail for a Mediterranean vacation, recently… https://t.co/gQh6jc2RTu",0.34,0.146,0.854,0.0,9
209,CNN,Wed Mar 21 22:13:02 +0000 2018,The devices used in the Austin and San Antonio-area explosions were pipe bombs with batteries and smokeless powder… https://t.co/cWKmFmTT1Q,0.0,0.0,1.0,0.0,10
210,CNN,Wed Mar 21 22:08:05 +0000 2018,"RT @CNNSitRoom: ""I do believe that we can get Russia's help where our interests align... but you've got to go in clear-eyed. You've got to…",0.3291,0.127,0.873,0.0,11
211,CNN,Wed Mar 21 22:08:01 +0000 2018,"President Trump defended his decision to congratulate Russian President Vladimir Putin on his reelection, despite t… https://t.co/QygXsJTaTU",0.4939,0.167,0.833,0.0,12
212,CNN,Wed Mar 21 22:07:38 +0000 2018,Special counsel Robert Mueller's team has so far discussed with President Trump's lawyers four main topics they wan… https://t.co/GKSIsWQeuN,0.4019,0.13,0.87,0.0,13
213,CNN,Wed Mar 21 22:03:06 +0000 2018,Main Street and Wall Street are bracing as the United States prepares to levy more tariffs on China… https://t.co/Pfpv1uXM9n,0.4215,0.135,0.865,0.0,14
214,CNN,Wed Mar 21 21:57:07 +0000 2018,"I ditched Facebook in 2013, and it's been fine | By Douglas Rushkoff via @CNNOpinion https://t.co/yFw3nr0bwo https://t.co/0X4mJlxJcu",0.2023,0.114,0.886,0.0,15
215,CNN,Wed Mar 21 21:54:31 +0000 2018,"RT @CNNSitRoom: Republican Sen. Jeff Flake: President Trump ""has criticized a lot of people... and Russia never seems to get that same crit…",-0.3612,0.0,0.894,0.106,16
216,CNN,Wed Mar 21 21:47:28 +0000 2018,A Facebook user in Maryland has filed a lawsuit against the social network and Cambridge Analytica for improperly g… https://t.co/Fzm2839Lbv,-0.2263,0.0,0.899,0.101,17
217,CNN,Wed Mar 21 21:43:17 +0000 2018,Sen. Tammy Baldwin plans to introduce a bill on Thursday that would prohibit companies from repurchasing their shar… https://t.co/xxOjsySVbH,0.0,0.0,1.0,0.0,18
218,CNN,Wed Mar 21 21:30:03 +0000 2018,"If you weren't already worried about Russia, you should be now | By Sharon Burke via @CNNOpinion… https://t.co/eL8QMEyYMG",0.2235,0.106,0.894,0.0,19
219,CNN,Wed Mar 21 21:17:55 +0000 2018,President Trump is prepared to sit out the Mississippi special election (for now) https://t.co/yh2w8XQuh2,0.5574,0.277,0.723,0.0,20
220,CNN,Wed Mar 21 21:11:26 +0000 2018,"Barack and Michelle Obama penned a letter to the students of Parkland, Florida, telling them that their efforts in… https://t.co/fezYpmmwVf",0.0,0.0,1.0,0.0,21
221,CNN,Wed Mar 21 21:05:40 +0000 2018,RT @TheLeadCNN: CNN's @brianstelter on Facebook's latest data scandal: Sometimes it feels like the company still thinks it is a dorm room b…,-0.1027,0.098,0.787,0.114,22
222,CNN,Wed Mar 21 20:55:47 +0000 2018,We keep learning new things about what Trump allies did to get him elected | Analysis by CNN's Z. Byron Wolf… https://t.co/KNrP2LpI66,0.0,0.0,1.0,0.0,23
223,CNN,Wed Mar 21 20:45:08 +0000 2018,Facebook CEO Mark Zuckerberg will face questions in an exclusive TV interview with @LaurieSegallCNN that will air o… https://t.co/TaxjPFz6dU,0.128,0.077,0.923,0.0,24
224,CNN,Wed Mar 21 20:39:23 +0000 2018,"A costume department employee who worked on the now-canceled Fox series ""The Grinder"" has accused actor Fred Savage… https://t.co/vmZrOSyZ4w",-0.296,0.0,0.885,0.115,25
225,CNN,Wed Mar 21 20:30:38 +0000 2018,Facebook CEO Mark Zuckerberg breaks his silence on the Cambridge Analytica scandal https://t.co/iCFXDQqqIY https://t.co/GZ0cF11GEK,-0.4404,0.0,0.818,0.182,26
226,CNN,Wed Mar 21 20:22:34 +0000 2018,"New documents show the EPA spent more than $30,000 on security detail for Administrator Scott Pruitt's overseas tri… https://t.co/ftjJ1sVNx9",0.34,0.118,0.882,0.0,27
227,CNN,Wed Mar 21 20:14:54 +0000 2018,"The European Union, South Korea, Australia, Argentina and Brazil may be exempted from the Trump administration's ta… https://t.co/UbigJ8lKDO",0.0,0.0,1.0,0.0,28
228,CNN,Wed Mar 21 19:50:08 +0000 2018,Attorney General Jeff Sessions sent federal prosecutors a reminder that they have the power to seek America's most… https://t.co/6c4FWZBWoV,0.0,0.0,1.0,0.0,29
229,CNN,Wed Mar 21 19:48:13 +0000 2018,BREAKING: Facebook founder Mark Zuckerberg finally addresses the user data scandal in a post. He will face question… https://t.co/GFzpwOCiji,-0.4404,0.0,0.854,0.146,30
230,CNN,Wed Mar 21 19:40:10 +0000 2018,"South Sudan has gone 15 consecutive months without a single reported case of Guinea worm, a major victory for the c… https://t.co/dH8ZF0MKBE",0.0,0.0,1.0,0.0,31
231,CNN,Wed Mar 21 19:30:13 +0000 2018,Starbucks is launching a $10 million grant challenge to solicit designs for a cup that's easier to recycle… https://t.co/05c1FyNOm4,0.6808,0.32,0.68,0.0,32
232,CNN,Wed Mar 21 19:20:48 +0000 2018,This robotic fish is designed to swim near real aquatic creatures and spy on them without raising suspicions or dis… https://t.co/d56g7uyTix,0.2755,0.095,0.905,0.0,33
233,CNN,Wed Mar 21 19:10:07 +0000 2018,The US and Europe have seen more than a few outbreaks of mumps in the past couple of years. This resurgence may be… https://t.co/NsEeUGIUsh,0.0,0.0,1.0,0.0,34
234,CNN,Wed Mar 21 19:00:08 +0000 2018,"Ralph Peters said he's leaving Fox News, and the military analyst's blistering critique of the network as a pro-Tru… https://t.co/TNiuztkKL0",0.0,0.0,1.0,0.0,35
235,CNN,Wed Mar 21 18:50:03 +0000 2018,"America's top military officer, Gen. Joseph Dunford, spoke again with his Russian counterpart Gen. Valery Gerasimov… https://t.co/dUfMiswNVQ",0.2023,0.101,0.899,0.0,36
236,CNN,Wed Mar 21 18:45:06 +0000 2018,"Two lives were cut short when explosive packages arrived on their doorsteps in Austin, Texas. https://t.co/SdI91o2DRD",-0.2732,0.0,0.877,0.123,37
237,CNN,Wed Mar 21 18:40:10 +0000 2018,A Republican candidate for Kentucky secretary of state has apologized after suggesting he'd like to use Democratic… https://t.co/QHlllJlt2l,0.5859,0.242,0.758,0.0,38
238,CNN,Wed Mar 21 18:30:03 +0000 2018,The fatal accident involving a pedestrian and an Uber self-driving car brings new attention to the technology but e… https://t.co/bak4LPJOQf,-0.5106,0.0,0.798,0.202,39
239,CNN,Wed Mar 21 18:20:08 +0000 2018,"Starbucks has reached gender and race pay equity among all US employees who perform similar tasks, the company says… https://t.co/2q2686IJ8A",0.0,0.067,0.865,0.067,40
240,CNN,Wed Mar 21 18:10:08 +0000 2018,More than a million health care workers in the UK are getting their first real raise since 2010… https://t.co/f2e91kOWvr,0.4939,0.158,0.842,0.0,41
241,CNN,Wed Mar 21 18:08:46 +0000 2018,JUST IN: Interest rates are going up. The Federal Reserve has raised its benchmark interest rate by a quarter of a… https://t.co/s34BPZKhcC,0.7184,0.24,0.76,0.0,42
242,CNN,Wed Mar 21 18:00:04 +0000 2018,"Former Vice President Joe Biden said he would take President Trump ""behind the gym"" and ""beat the hell out of him""… https://t.co/1lHBmmFd7y",-0.6808,0.0,0.82,0.18,43
