,Media Source,Date,Text,Compound,Positive,Neutral,Negative,Tweet Count
243,CNN,Wed Mar 21 17:51:06 +0000 2018,The 35 most startling lines from President Trump's speech at a big Republican fundraiser | Analysis by @CillizzaCNN… https://t.co/0bLBHTz6kR,0.1513,0.091,0.909,0.0,44
244,CNN,Wed Mar 21 17:44:24 +0000 2018,Two companies that provided hundreds of millions of dollars in loans to Jared Kushner's family's business are dispu… https://t.co/ZZE7rdR6Lb,0.0,0.0,1.0,0.0,45
245,CNN,Wed Mar 21 17:30:36 +0000 2018,Congress plans to unveil a massive bipartisan $1.3 trillion spending package that will keep the government funded u… https://t.co/Ev2rqaHsy0,0.0,0.0,1.0,0.0,46
246,CNN,Wed Mar 21 17:20:10 +0000 2018,"Scrunchies are making a comeback, thanks to one of the most influential women in Washington: Ruth Bader Ginsburg… https://t.co/OsIwsrHgTJ",0.7264,0.276,0.724,0.0,47
247,CNN,Wed Mar 21 17:10:08 +0000 2018,"""If the current forecast pans out, this nor'easter will dump more snow on Washington, Philadelphia and New York tha… https://t.co/hStIdNrY8Y",-0.3818,0.0,0.88,0.12,48
248,CNN,Wed Mar 21 17:00:24 +0000 2018,"Police used store receipts and ""suspicious"" Google searches to identify the Austin bombing suspect… https://t.co/IqB0dAKgwD",0.0,0.0,1.0,0.0,49
249,CNN,Wed Mar 21 16:50:08 +0000 2018,"President Trump was fuming Tuesday night, asking outside advisers who they thought had leaked information about the… https://t.co/1zFl9CC2y6",-0.7184,0.0,0.727,0.273,50
250,CNN,Wed Mar 21 16:40:09 +0000 2018,"""Black Panther"" is the the most-tweeted about movie of all time, according to Twitter https://t.co/njvZADptYI https://t.co/CZebOXGoxu",0.0,0.0,1.0,0.0,51
251,CNN,Wed Mar 21 16:30:12 +0000 2018,President Trump doesn't care what anyone thinks about his puzzling relationship with Vladimir Putin -- that include… https://t.co/ct0d75hZKI,-0.3875,0.0,0.866,0.134,52
252,CNN,Wed Mar 21 16:20:04 +0000 2018,"Longtime Fox News military analyst blasts the network as a ""propaganda machine"" while announcing his departure… https://t.co/PRrvgwcx72",-0.25,0.0,0.882,0.118,53
253,CNN,Wed Mar 21 16:10:08 +0000 2018,"Republican Sen. Jeff Flake, an outspoken critic of President Trump, warns of impeachment if the President fires spe… https://t.co/Ij39TEZzDc",-0.3612,0.0,0.829,0.171,54
254,CNN,Wed Mar 21 16:00:20 +0000 2018,"Facebook stock drops again, but some analysts think Wall Street is overreacting.

The company has lost 10% of its m… https://t.co/mitvooZ4lO",-0.4497,0.0,0.871,0.129,55
255,CNN,Wed Mar 21 15:50:08 +0000 2018,The pressure on President Trump is reaching crushing proportions | Analysis by @CillizzaCNN https://t.co/Aw4sgcfnGT https://t.co/lgH2ctM8Zi,-0.4404,0.103,0.629,0.269,56
256,CNN,Wed Mar 21 15:40:05 +0000 2018,"This little girl got bored at her sister’s soccer game, so she started digging. She found a 65 million-year-old fos… https://t.co/lNPlu7v0ay",-0.2111,0.0,0.912,0.088,57
257,CNN,Wed Mar 21 15:31:42 +0000 2018,"For more than 130 days, this machine has breathed for 16-year-old Zei Uwdia. But that hasn't stopped her from takin… https://t.co/l8y1dBcpai",0.1695,0.077,0.923,0.0,58
258,CNN,Wed Mar 21 15:20:11 +0000 2018,#MarchMadness picks back up tomorrow night. @ErinBurnett and @VictorBlackwell are tied for 1st in the #CNNBrackets… https://t.co/bx0wR0o0n5,0.0,0.0,1.0,0.0,59
259,CNN,Wed Mar 21 15:10:04 +0000 2018,Opposition lawmakers set off tear gas canisters in the Kosovan Parliament assembly chamber on Wednesday in an attem… https://t.co/a3VQhBKuZU,0.0,0.0,1.0,0.0,60
260,CNN,Wed Mar 21 15:00:04 +0000 2018,The ashes of world famous physicist Steven Hawking will be interred in London's Westminster Abbey near the graves o… https://t.co/rlYOZBCwsE,-0.296,0.0,0.896,0.104,61
261,CNN,Wed Mar 21 14:50:49 +0000 2018,The documents reportedly show that Pruitt traveled on government business dozens of time on first-class and domesti… https://t.co/EnLBO6b8ND,0.0,0.0,1.0,0.0,62
262,CNN,Wed Mar 21 14:50:12 +0000 2018,"The EPA has handed documents to Congress that show new travel expenses from agency administrator Scott Pruitt, tota… https://t.co/qLv7Jfv8Lg",0.0,0.0,1.0,0.0,63
263,CNN,Wed Mar 21 14:40:04 +0000 2018,El Salvador may be the first country to have a community of 3D-printed homes https://t.co/8PIMshiIp1 https://t.co/4cFPig3wcq,0.0,0.0,1.0,0.0,64
264,CNN,Wed Mar 21 14:30:37 +0000 2018,"Sen. Marco Rubio slams White House leaks: ""If you don't like the guy, quit"" https://t.co/6yMRO1snIS https://t.co/chXWHObrSs",-0.2755,0.0,0.877,0.123,65
265,CNN,Wed Mar 21 14:20:05 +0000 2018,Here's what will happen if President Trump fires special counsel Robert Mueller https://t.co/NF2JfI3uNd https://t.co/lhWS5UNotp,0.4019,0.172,0.828,0.0,66
266,CNN,Wed Mar 21 14:11:08 +0000 2018,Meet the 79-year-old man who lives alone on an Italian island https://t.co/8mJw0tDb97 https://t.co/PJCXJ90cyX,-0.25,0.0,0.857,0.143,67
267,CNN,Wed Mar 21 14:03:13 +0000 2018,"RT @CNNweather: The fourth nor'easter in three weeks is dumping snow on the Northeast. Over 70 million people fall in its path, and some pl…",-0.3182,0.0,0.913,0.087,68
268,CNN,Wed Mar 21 14:01:32 +0000 2018,The law is still three steps behind Facebook | via @CNNopinion https://t.co/Qprxo9YdY8 https://t.co/FWbO9TUHh5,0.0,0.0,1.0,0.0,69
269,CNN,Wed Mar 21 13:51:40 +0000 2018,"JUST IN: Mark Anthony Conditt has been identified as the suspect in the Austin bombings, according to a source with… https://t.co/DcA2b3ajOk",-0.296,0.0,0.896,0.104,70
270,CNN,Wed Mar 21 13:40:11 +0000 2018,"Police used store receipts and ""suspicious"" Google searches to identify the Austin bombing suspect… https://t.co/wcpDMwZqZB",0.0,0.0,1.0,0.0,71
271,CNN,Wed Mar 21 13:30:09 +0000 2018,The real problem for President Trump in the 'DO NOT CONGRATULATE' story | Analysis by @CillizzaCNN… https://t.co/1TnlmGYItF,0.3034,0.191,0.679,0.131,72
272,CNN,Wed Mar 21 13:20:07 +0000 2018,"President Trump was fuming Tuesday night, asking outside advisers who they thought had leaked information about the… https://t.co/3QgPoEhakg",-0.7184,0.0,0.727,0.273,73
273,CNN,Wed Mar 21 13:10:07 +0000 2018,President Trump keeps up his aggressive attacks on special counsel Robert Mueller with a series of typo-ridden twee… https://t.co/VSPIaTjrB2,-0.2023,0.122,0.676,0.203,74
274,CNN,Wed Mar 21 13:00:34 +0000 2018,"More than 70 million people are bracing for a nor'easter set to bring record-setting snow to the northeast

■ More… https://t.co/466n463tyj",0.0,0.0,1.0,0.0,75
275,CNN,Wed Mar 21 12:50:07 +0000 2018,White House chief of staff John Kelly is furious about the quick leak of a warning to President Trump to not congra… https://t.co/ov2yGlGb3H,-0.8176,0.0,0.691,0.309,76
276,CNN,Wed Mar 21 12:40:08 +0000 2018,The man behind the Austin bombings blew himself up as police closed in earlier this morning. Authorities say more b… https://t.co/3GfFLPzbu9,0.0,0.0,1.0,0.0,77
277,CNN,Wed Mar 21 12:35:34 +0000 2018,"""Black Panther"" is the the most-tweeted about movie of all time, according to Twitter https://t.co/N1NdNWXe7E https://t.co/Zo4VrU3q4y",0.0,0.0,1.0,0.0,78
278,CNN,Wed Mar 21 12:15:38 +0000 2018,President Trump doesn't care what anyone thinks about his puzzling relationship with Vladimir Putin -- that include… https://t.co/a7CXcj0lRi,-0.3875,0.0,0.866,0.134,79
279,CNN,Wed Mar 21 12:03:56 +0000 2018,"RT @NewDay: Rep. Jim Himes on the Cambridge Analytica/Facebook data scandal: ""I think there's a real lesson here for the American people in…",-0.4404,0.0,0.879,0.121,80
280,CNN,Wed Mar 21 11:52:09 +0000 2018,"Longtime Fox News military analyst blasts the network as a ""propaganda machine"" while announcing his departure… https://t.co/geFzf41gmV",-0.25,0.0,0.882,0.118,81
281,CNN,Wed Mar 21 11:41:46 +0000 2018,"What we know about the Austin bombing suspect:

■ 24-year-old white man

■ Police obtained surveillance images of h… https://t.co/piyowhVnFt",-0.296,0.0,0.885,0.115,82
282,CNN,Wed Mar 21 11:30:59 +0000 2018,"5 things for Wednesday:

- Austin bomber
- Trump and Putin
- Facebook and Cambridge Analytica
- School shootings
-… https://t.co/4BCmee0F6i",0.0,0.0,1.0,0.0,83
283,CNN,Wed Mar 21 11:19:45 +0000 2018,"""DO NOT CONGRATULATE"" tells you everything you need to know about President Trump's psyche | Analysis by… https://t.co/6vZWcp2fmA",0.6037,0.197,0.803,0.0,84
284,CNN,Wed Mar 21 11:07:46 +0000 2018,"Republican Sen. Jeff Flake, an outspoken critic of President Trump, warns of impeachment if the President fires spe… https://t.co/JLbLBtxPAK",-0.3612,0.0,0.829,0.171,85
285,CNN,Wed Mar 21 11:03:08 +0000 2018,"RT @NewDay: Austin Mayor Steve Adler responds to bombing suspect being killed: ""We're still asking people in our community to be vigilant .…",-0.7184,0.06,0.704,0.236,86
286,CNN,Wed Mar 21 10:46:28 +0000 2018,"More than 70 million people are bracing for a nor'easter set to bring record-setting snow to the northeast

■ More… https://t.co/KZWPY1Euf1",0.0,0.0,1.0,0.0,87
287,CNN,Wed Mar 21 10:28:22 +0000 2018,"Austin bombing latest:
- 24-year-old white male suspect dead after detonating a bomb in his vehicle
- One police of… https://t.co/yjitCtXVbx",-0.8658,0.0,0.607,0.393,88
288,CNN,Wed Mar 21 10:16:20 +0000 2018,"Police say Austin bombing suspect was a 24-year-old white male, and they believe he was responsible for all the bom… https://t.co/r80XRcbdfe",0.0258,0.102,0.8,0.098,89
289,CNN,Wed Mar 21 10:07:59 +0000 2018,Austin Police Dept. confirms bombing suspect has died after detonating an explosive device inside his vehicle as au… https://t.co/X0r0JeTQKa,-0.7003,0.0,0.746,0.254,90
290,CNN,Wed Mar 21 10:04:11 +0000 2018,"South Korean President Moon Jae-in has teased the possibility of a three-way meeting between the United States, Nor… https://t.co/9sgR4qYPVP",0.1531,0.133,0.762,0.105,91
291,CNN,Wed Mar 21 09:53:11 +0000 2018,"BREAKING: The suspect in the Austin explosions has died, multiple CNN affiliates in Austin report, citing law enfor… https://t.co/ohgHdkY46e",-0.7003,0.0,0.746,0.254,92
292,CNN,Wed Mar 21 09:52:06 +0000 2018,"Myanmar's President Htin Kyaw, one of the most loyal allies of the country's de facto leader Aung San Suu Kyi, is r… https://t.co/b5PPEhIl5A",0.5256,0.134,0.866,0.0,93
293,CNN,Wed Mar 21 09:45:51 +0000 2018,The latest weapon against pollution? Skincare. https://t.co/fnwvA2yR8E https://t.co/OrBhi7dbHC,-0.296,0.0,0.761,0.239,94
294,CNN,Wed Mar 21 09:38:55 +0000 2018,Cambridge Analytica's newly-suspended CEO said in undercover recording that the data firm ran Trump's digital strat… https://t.co/H1YadkmmYe,0.0,0.0,1.0,0.0,95
295,CNN,Wed Mar 21 09:36:19 +0000 2018,WhatsApp cofounder Brian Acton has a message for Facebook users: Delete Facebook. https://t.co/wLXjoTaVM9,0.0,0.0,1.0,0.0,96
296,CNN,Wed Mar 21 09:30:03 +0000 2018,"""Black Panther"" is the the most-tweeted about movie of all time, Twitter says https://t.co/jQN1gHVX02 https://t.co/kq21zF1Ijz",0.0,0.0,1.0,0.0,97
297,CNN,Wed Mar 21 09:23:57 +0000 2018,Conservation groups sue to overturn the Trump administration's trophy hunting decision https://t.co/ttQZ5ATr1Z https://t.co/xnkpwAaCiI,0.0,0.0,1.0,0.0,98
298,CNN,Wed Mar 21 09:17:22 +0000 2018,JUST IN: A group of schoolgirls kidnapped last month in Nigeria by terror group Boko Haram has been released. It is… https://t.co/Rn70hvKDmZ,-0.5267,0.0,0.855,0.145,99
299,CNN,Wed Mar 21 09:08:40 +0000 2018,United Airlines says it is suspending a program that transports pets in cargo holds https://t.co/m8Dx2a8oqW https://t.co/DNgKypViM3,0.4215,0.167,0.833,0.0,100
300,FOX,Wed Mar 21 22:35:50 +0000 2018,"I have so many subtweets about people misbehaving in subtle ways at conferences I could probably write a book by now. 

Last day to go!",-0.4574,0.0,0.875,0.125,1
301,FOX,Wed Mar 21 01:30:04 +0000 2018,"RT @fox: 🚨👋🏻 Hi everyone! I’m searching for new opportunities. 

I’m looking for multidisciplinary product, front-end and leadership roles.…",0.4389,0.138,0.862,0.0,2
302,FOX,Tue Mar 20 23:43:13 +0000 2018,@RedRoxProjects Thank you! 🌺,0.4199,0.583,0.417,0.0,3
303,FOX,Tue Mar 20 23:21:08 +0000 2018,@agisilaosts thank you! 🌺,0.4199,0.583,0.417,0.0,4
304,FOX,Tue Mar 20 22:30:20 +0000 2018,"We’re live streaming @jsconfau talks all day today and tomorrow. Starting in 30 minutes!

https://t.co/ttIzoV4Cjz",0.0,0.0,1.0,0.0,5
305,FOX,Tue Mar 20 19:54:47 +0000 2018,RT @frameshiftllc: New angle for change in VC: founders refusing to take funding from all-male all-white firms https://t.co/AMi8UJbTGO,-0.4019,0.0,0.863,0.137,6
306,FOX,Tue Mar 20 19:54:21 +0000 2018,@sentience @benschwarz @glenmaddern @xzyfer @jordanlewiz I like how everyone is wearing black or tan pants.,0.3612,0.161,0.839,0.0,7
307,FOX,Tue Mar 20 18:46:00 +0000 2018,"@kriesse @benschwarz ❤️❤️❤️

I’ll have a celebration of lying face down in a few days.",-0.5267,0.0,0.779,0.221,8
308,FOX,Tue Mar 20 05:15:04 +0000 2018,@butwhoiskat thank you!,0.4199,0.583,0.417,0.0,9
309,FOX,Mon Mar 19 23:38:23 +0000 2018,"Here it goes. Last 8 months of constant work will happen within the next 3 days.

https://t.co/c48sQqdnXv",0.0,0.0,1.0,0.0,10
310,FOX,Mon Mar 19 22:55:26 +0000 2018,"RT @cssconfau: Guess what?

Even if you aren’t here, you can watch all the talks LIVE! 😱

Tune into the live stream here. #cssconfau18 

ht…",0.0,0.0,1.0,0.0,11
311,FOX,Mon Mar 19 10:25:22 +0000 2018,"@amyngyn hahaha. I actually never been, but I’ve heard the bar is great. :)",0.9178,0.544,0.456,0.0,12
312,FOX,Mon Mar 19 06:54:56 +0000 2018,@amyngyn Loui Bar?,0.0,0.0,1.0,0.0,13
313,FOX,Mon Mar 19 00:57:53 +0000 2018,RT @LJKenward: Hey friends! 👋 Who's hiring Junior Devs at the moment? I have some awesome people from the @juniordev_io Community currently…,0.8172,0.294,0.706,0.0,14
314,FOX,Mon Mar 19 00:08:00 +0000 2018,Don’t forget about the Community Social today! EVERYONE IS WELCOME (even if you don’t hold a CSSConf or JSConf tick… https://t.co/6c79TcKFCi,0.481,0.168,0.752,0.079,15
315,FOX,Sun Mar 18 23:11:31 +0000 2018,Toxic tech industry creates a fake vision of what each of us (especially minorities) have to be and achieve to be ”… https://t.co/yfXZ5nxCJ7,0.0,0.156,0.725,0.118,16
316,FOX,Sun Mar 18 21:53:04 +0000 2018,"@amyngyn I never introduce myself. The focus is on content, not myself. Also I don’t feel like I need to justify my cred. :)",0.6705,0.224,0.776,0.0,17
317,FOX,Sun Mar 18 03:17:02 +0000 2018,Today I got kissed by a dingo. 💁🏻‍♀️ https://t.co/FDQsVw2anl,0.3818,0.302,0.698,0.0,18
318,FOX,Sat Mar 17 21:10:23 +0000 2018,"@Sareh88 Thank you, Sareh! That’s very kind. ❤️",0.7569,0.519,0.481,0.0,19
319,FOX,Sat Mar 17 08:20:32 +0000 2018,@meelijane https://t.co/Y5wM3nCdsH in Northcote. I’ve tested many and this one is orders of magnitude better than everywhere else. :),0.7096,0.258,0.742,0.0,20
320,FOX,Sat Mar 17 07:02:55 +0000 2018,One of many reasons why I love my yoga studio so much is how meditative the practice is and how all the instructors… https://t.co/VXfSqdo6bk,0.765,0.239,0.761,0.0,21
321,FOX,Sat Mar 17 06:59:15 +0000 2018,"@IvanaMcConnell I can only help ruin your bank account further, sorry. 😂",-0.34,0.182,0.473,0.345,22
322,FOX,Sat Mar 17 06:58:49 +0000 2018,"RT @slamup: people love to say

     no child is born 
     with hate in their heart

which is all very
romantic

but from the moment
a bla…",0.1646,0.156,0.711,0.134,23
323,FOX,Sat Mar 17 04:44:27 +0000 2018,"@evanderkoogh Nope, we are at full capacity of the venue. :)",0.4588,0.231,0.769,0.0,24
324,FOX,Sat Mar 17 04:43:03 +0000 2018,"RT @cssconfau: Come and celebrate with us at pre CSSConf and JSConf AU community social!

📅 Monday, March 19, 6pm onwards
📍Stomping Ground…",0.6114,0.16,0.84,0.0,25
325,FOX,Sat Mar 17 03:16:57 +0000 2018,"@noahmp Heh, dang :) worth asking nonetheless.",0.5106,0.467,0.381,0.152,26
326,FOX,Sat Mar 17 03:10:32 +0000 2018,@noahmp 👋🏻 is this a SF-based role?,0.0,0.0,1.0,0.0,27
327,FOX,Fri Mar 16 23:36:37 +0000 2018,RT @mbrockenbrough: Here's a point worth making every so often. The patriarchy isn't men. It's a system that prefers them. Wanting to disma…,0.2263,0.087,0.913,0.0,28
328,FOX,Fri Mar 16 23:36:24 +0000 2018,@madalynrose Thank you so much ☺️ looking forward to meeting you! 🌺,0.4199,0.218,0.782,0.0,29
329,FOX,Fri Mar 16 23:27:46 +0000 2018,"@andymcmillan Thanks, Andy! You are an inspiration for me too! 💙",0.7835,0.463,0.537,0.0,30
330,FOX,Fri Mar 16 23:27:14 +0000 2018,@evanderkoogh Hey Erwin! Thanks so much. We can chat during the events. :),0.7345,0.36,0.64,0.0,31
331,FOX,Fri Mar 16 23:11:30 +0000 2018,I don’t know what or who I’m most disappointed with to allow community work put my career in the background (again)… https://t.co/khOCa8rLHV,-0.3597,0.078,0.782,0.14,32
332,FOX,Fri Mar 16 23:09:07 +0000 2018,This time was supposed to be split between the conference and product work that would set me up for looking for a j… https://t.co/mOoFPPnV5w,0.0,0.0,1.0,0.0,33
333,FOX,Fri Mar 16 23:07:25 +0000 2018,"Over the last 6+ months, I’ve sacrificed all the time I had to run CSSConf and JSConf AU. I’ve set the highest stan… https://t.co/QRvns2lJs8",0.0,0.0,1.0,0.0,34
334,FOX,Fri Mar 16 23:00:59 +0000 2018,"RT @katebevan: LAYDEEZ!!!! Worried that VPNs are too hard for your fluffy ladybrain??? Never fear, a fuckwitted BroCo called @keepsafe is h…",-0.818,0.0,0.679,0.321,35
335,FOX,Fri Mar 16 22:40:18 +0000 2018,@sarah_edo thank you! 😳,0.4199,0.583,0.417,0.0,36
336,FOX,Fri Mar 16 20:34:54 +0000 2018,I can’t wait to come back to lovey Portland and see what wonderful thing @andymcmillan and @waxpancake are preparin… https://t.co/3rfz3ShOEU,0.5719,0.171,0.829,0.0,37
337,FOX,Fri Mar 16 04:01:44 +0000 2018,@jennwrites thank you! I miss you too 😭❤️,0.2942,0.297,0.532,0.17,38
338,FOX,Fri Mar 16 01:52:07 +0000 2018,"To the young woman wearing a “the future is female” tee:

The
Future
Is
Intersectional",0.0,0.0,1.0,0.0,39
339,FOX,Fri Mar 16 01:33:25 +0000 2018,"Cannot agree with this more. I constantly get asked for free diversity, inclusion, community or general workplace a… https://t.co/M9hOz6A980",0.7003,0.266,0.734,0.0,40
340,FOX,Fri Mar 16 00:36:14 +0000 2018,"@pat @coryannj @kckal Oh, I have not seen it. Will register. 👍🏻",0.0,0.0,1.0,0.0,41
341,FOX,Thu Mar 15 23:44:49 +0000 2018,Four days to go. https://t.co/RYxiCmMEFp,0.0,0.0,1.0,0.0,42
342,FOX,Thu Mar 15 22:04:46 +0000 2018,"Ellen already had a lasting impact on diversity and inclusion spanning beyond the tech industry. 

I can’t wait to… https://t.co/1QFSP6DHyQ",0.0,0.0,1.0,0.0,43
343,FOX,Thu Mar 15 22:03:16 +0000 2018,@jordwalsh 👋🏻 interesting! Would you be able to email me more details? hi at https://t.co/vah0lKcYeo. 📬,0.4574,0.176,0.824,0.0,44
344,FOX,Thu Mar 15 21:51:34 +0000 2018,My last two weeks were spent in email. Conference organiser life. https://t.co/h5hlszzyjv,0.0,0.0,1.0,0.0,45
345,FOX,Thu Mar 15 02:58:59 +0000 2018,This video with Jeff Goldblum is everything. https://t.co/vo5HSwuOUP,0.0,0.0,1.0,0.0,46
346,FOX,Thu Mar 15 00:17:24 +0000 2018,"Accepting talk proposals for conferences on a rolling basis: no no no no.

First come first serve doesn’t work for inclusion.",-0.6369,0.098,0.568,0.333,47
347,FOX,Thu Mar 15 00:05:26 +0000 2018,"If you are in Melbourne on Monday, March 19, we’re opening @cssconfau, @jsconfau and @decompressau with a Community… https://t.co/OyPVisZXYn",0.0,0.0,1.0,0.0,48
348,FOX,Wed Mar 14 22:35:40 +0000 2018,Australia is racist as hell. https://t.co/EIRFzejhsi,-0.8625,0.0,0.317,0.683,49
349,FOX,Wed Mar 14 22:08:53 +0000 2018,"RT @sarahmei: 📢 PSA: when you're building a diverse team, you're looking for culture _add_, not culture _fit_. Hire people who bring a pers…",0.0,0.0,1.0,0.0,50
350,FOX,Wed Mar 14 21:32:48 +0000 2018,RT @piamancini: ok I need help. I really really want to hire a kickass developer who also happens to be a woman (backend pref.) What are th…,0.6976,0.253,0.747,0.0,51
351,FOX,Wed Mar 14 21:32:37 +0000 2018,"@piamancini Hey Pia! Thanks for reaching out 👋🏻 Unfortunately, software engineering isn’t my background; I’m a FE d… https://t.co/1IEwNKyc9q",0.3802,0.223,0.67,0.107,52
352,FOX,Wed Mar 14 09:43:21 +0000 2018,"RT @EricaJoy: 📢 PSA: There are no ""diverse"" applicants
People aren't diverse, teams are
You're not hiring a diverse person, you're building…",-0.296,0.0,0.896,0.104,53
353,FOX,Wed Mar 14 00:14:03 +0000 2018,"RT @SashaLaundy: What I keep telling myself this week: 
👉🏻 In work, a new thing I don't know how to do means progress. 
👉🏻 In the gym, a ha…",0.4215,0.104,0.896,0.0,54
354,FOX,Tue Mar 13 21:56:19 +0000 2018,"No underrepresented groups want to thrive and partake in exclusionary platform StackOverflow is.

Tweet your hot ta… https://t.co/xfKjCfUtwJ",-0.2263,0.067,0.821,0.113,55
355,FOX,Tue Mar 13 21:53:43 +0000 2018,@erikalleigh I just block them. 😎,-0.4404,0.0,0.508,0.492,56
356,FOX,Tue Mar 13 21:47:56 +0000 2018,"@jaffathecake Jake, I really admire your ability to try to have a serious conversation with inclusion deniers and mansplainers. 😂",0.5509,0.266,0.581,0.152,57
357,FOX,Tue Mar 13 21:40:02 +0000 2018,@modernserf and thongs! I cannot grasp the diversity,0.0,0.0,1.0,0.0,58
358,FOX,Tue Mar 13 21:38:42 +0000 2018,"@heydonworks Ohhh, this tweet so gold",0.0,0.0,1.0,0.0,59
359,FOX,Tue Mar 13 11:32:51 +0000 2018,RT @vaurorapub: For women in tech who need a break from talking about women in tech sometimes: here are some of the ways I get out of doing…,0.0,0.0,1.0,0.0,60
360,FOX,Tue Mar 13 08:57:37 +0000 2018,Do I know anyone working at @zapier?,0.0,0.0,1.0,0.0,61
361,FOX,Tue Mar 13 08:39:15 +0000 2018,"Thank heavens for my career hotline with a few great women in tech.

Sadly, we all share the same thoughts about th… https://t.co/KTzemdT7OG",0.8271,0.367,0.543,0.089,62
362,FOX,Tue Mar 13 07:56:31 +0000 2018,I must say I’m pretty speechless. https://t.co/s4lvmWyE23,0.4939,0.39,0.61,0.0,63
363,FOX,Tue Mar 13 05:51:06 +0000 2018,"The tech industry, saving humanity from disease, poverty and injustice. https://t.co/wkmxj8c4Wy",-0.7906,0.0,0.562,0.438,64
364,FOX,Tue Mar 13 05:31:56 +0000 2018,I’m running a 4-day conference next week aka I have been listening to bird sounds on @noisli for the last eight hours.,0.0,0.0,1.0,0.0,65
365,FOX,Tue Mar 13 05:27:16 +0000 2018,"PREACH @adblanche! 

White women have a lot of homework to do. 

https://t.co/PWeBC6MsXG",0.0,0.0,1.0,0.0,66
366,FOX,Tue Mar 13 04:05:17 +0000 2018,"@brianleroux Brian, we both know that best talent lives in SF and NYC. there is no tech outside of those two regions.",0.7003,0.248,0.674,0.078,67
367,FOX,Tue Mar 13 02:01:01 +0000 2018,@coryannj I love how the tech industry is cocky enough to believe they’re the solution to all humanity problems,0.5106,0.263,0.567,0.17,68
368,FOX,Tue Mar 13 01:55:02 +0000 2018,"”Willing to relocate to San Francisco”. 

We can’t have inclusive technology if jobs are constrained to cities whic… https://t.co/NCFLDermIF",-0.1027,0.0,0.928,0.072,69
369,FOX,Tue Mar 13 00:14:42 +0000 2018,👋🏻 I have a bit of availability for diversity and inclusion consulting during April and May. I can help run inclusi… https://t.co/t4sbNrXUDV,0.4019,0.13,0.87,0.0,70
370,FOX,Mon Mar 12 08:45:39 +0000 2018,RT @pangopup: 'Why sexism over how women look harms their leadership chances' https://t.co/v1YyNfpz3Z,-0.34,0.113,0.688,0.2,71
371,FOX,Mon Mar 12 06:59:39 +0000 2018,"RT @WBJenna: Have you heard about the @PineappleMedia Fellowship for Underrepresented Voices in Podcasting?

-A full-time, producer-in-resi…",0.0,0.0,1.0,0.0,72
372,FOX,Mon Mar 12 05:17:18 +0000 2018,@coryannj Have you read Lean Out? Pretty much sums up most of my concerns with the approach. So flawed. I have a co… https://t.co/fpihGPPNkb,0.4939,0.132,0.868,0.0,73
373,FOX,Mon Mar 12 05:01:46 +0000 2018,"To be honest, all I want is a @sailorhg clothing line. https://t.co/iobZVLnosX",0.5574,0.365,0.635,0.0,74
374,FOX,Sun Mar 11 23:45:08 +0000 2018,"RT @incantatricks: Society expects women to be everything and want nothing.

We have to be masters at self-improvement, conversation, emoti…",0.0772,0.064,0.936,0.0,75
